symbol	kind	in-vanilla	in-patch302	in-gs5r3	patch302-vs-vanilla	gs5r3-vs-vanilla	gs5r3-vs-patch302	changed-fields
unit:orcav2	unit	yes	yes	yes	identical	token-level	token-level	armor,attack,attack_recovery_ticks,chaos_resistance,death_resistance,dexterity,food_to_build,frames_per_grid,get_hit_recovery_ticks,gold_to_build,hit_points,life_resistance,man_turns,melee_attack_resistance,missile_attack_resistance,mps,order_resistance,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,sight_radius,stealth_noise_factor,strength,wisdom
unit:orcr1	unit	yes	yes	yes	identical	token-level	token-level	air_resistance,armor,attack,attack_recovery_ticks,chaos_resistance,death_resistance,dexterity,earth_resistance,fire_resistance,food_to_build,gold_to_build,level_procedure,life_resistance,magic_crystals_to_build,melee_attack_resistance,missile_attack_resistance,order_resistance,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,strength,water_resistance,wisdom
unit:orcr2	unit	yes	yes	yes	identical	token-level	token-level	armor,attack,chaos_resistance,dexterity,flags,food_to_build,frames_per_grid,get_hit_recovery_ticks,gold_to_build,hit_points,level_procedure,life_resistance,magic_crystals_to_build,magic_crystals_used_per_turn,military_units,mps,order_resistance,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,strength,wisdom
unit:orcr3	unit	yes	yes	yes	identical	token-level	token-level	air_resistance,armor,attack,attack_recovery_ticks,chaos_resistance,death_resistance,dexterity,earth_resistance,fire_resistance,flags,food_to_build,food_used_per_turn,get_hit_recovery_ticks,gold_to_build,gold_used_per_turn,hit_points,life_resistance,magic_crystals_to_build,magic_crystals_used_per_turn,missile_range,mps,ranged_attack,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,water_resistance
unit:orcr4	unit	yes	yes	yes	identical	token-level	token-level	flags,gold_to_build,level_procedure,mps,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved
unit:orfit	unit	yes	yes	yes	identical	token-level	token-level	armor,attack,attack_recovery_ticks,chaos_resistance,death_resistance,dexterity,food_to_build,get_hit_recovery_ticks,gold_to_build,hit_points,life_resistance,missile_attack_resistance,mps,order_resistance,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,sight_radius,stealth_noise_factor,strength,wisdom
unit:orft2	unit	yes	yes	yes	identical	token-level	token-level	air_resistance,armor,attack,attack_recovery_ticks,dexterity,earth_resistance,fire_resistance,food_to_build,food_used_per_turn,get_hit_recovery_ticks,gold_to_build,gold_used_per_turn,hit_points,initiates_to_build,level_procedure,life_resistance,magic_crystals_used_per_turn,melee_attack_resistance,missile_attack_resistance,mps,order_resistance,recover_hitpoints_inside,recover_hitpoints_moved,sight_radius,strength,water_resistance,wisdom
unit:orinf	unit	yes	yes	yes	identical	token-level	token-level	attack,attack_recovery_ticks,chaos_resistance,death_resistance,dexterity,food_to_build,get_hit_recovery_ticks,gold_to_build,hit_points,life_resistance,melee_attack_resistance,missile_attack_resistance,mps,order_resistance,recover_hitpoints_inside,recover_hitpoints_moved,strength,wisdom
unit:orld1	unit	yes	yes	yes	identical	token-level	token-level	armor,attack_recovery_ticks,chaos_resistance,death_resistance,dexterity,flags,get_hit_recovery_ticks,health_bar_y,hit_points,level_procedure,life_resistance,melee_attack_resistance,missile_attack_resistance,morale_bar_y,mps,order_resistance,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,stealth_noise_factor,strength,wisdom
unit:orld2	unit	yes	yes	yes	identical	token-level	token-level	armor,attack,attack_recovery_ticks,chaos_resistance,death_resistance,dexterity,flags,get_hit_recovery_ticks,health_bar_y,hit_points,level_procedure,life_resistance,melee_attack_resistance,missile_attack_resistance,morale_bar_y,order_resistance,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,strength,wisdom
unit:orld3	unit	yes	yes	yes	identical	token-level	token-level	armor,attack,attack_recovery_ticks,chaos_resistance,death_resistance,dexterity,frames_per_grid,get_hit_recovery_ticks,level_procedure,life_resistance,melee_attack_resistance,missile_attack_resistance,mps,name,order_resistance,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,sight_radius,strength,wisdom
unit:orldf	unit	yes	yes	yes	identical	token-level	token-level	attack,attack_recovery_ticks,casting_aura_type,dexterity,food_to_build,food_used_per_turn,frames_per_grid,get_hit_recovery_ticks,gold_to_build,gold_used_per_turn,hit_points,initiates_to_build,level_procedure,life_resistance,magic_crystals_to_build,magic_crystals_used_per_turn,missile_attack_resistance,mps,name,order_resistance,recover_hitpoints_inside,recover_hitpoints_moved,sight_radius,strength,thieves_guild_required,wisdom,wizards_tower_required
unit:orldt	unit	yes	yes	yes	identical	token-level	token-level	armor,attack,attack_recovery_ticks,barracks_required,food_to_build,food_used_per_turn,frames_per_grid,get_hit_recovery_ticks,gold_to_build,gold_used_per_turn,hit_points,initiates_to_build,level_procedure,life_resistance,magic_crystals_to_build,magic_crystals_used_per_turn,missile_attack_resistance,mps,name,order_resistance,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,sight_radius,stealth_noise_factor,strength,wisdom,wizards_tower_required
unit:orldw	unit	yes	yes	yes	identical	token-level	token-level	armor,attack,attack_recovery_ticks,barracks_required,dexterity,flags,food_to_build,food_used_per_turn,frames_per_grid,get_hit_recovery_ticks,gold_to_build,gold_used_per_turn,hit_points,initiates_to_build,level_procedure,life_resistance,magic_crystals_to_build,magic_crystals_used_per_turn,missile_attack_resistance,mps,name,order_resistance,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,sight_radius,strength,thieves_guild_required,wisdom
unit:ormis	unit	yes	yes	yes	identical	token-level	token-level	armor,attack,attack_recovery_ticks,chaos_resistance,death_resistance,get_hit_recovery_ticks,gold_to_build,life_resistance,magic_crystals_to_build,man_turns,missile_range,mps,order_resistance,ranged_attack,recover_hitpoints,recover_hitpoints_inside,wisdom
unit:orshp	unit	yes	yes	yes	identical	token-level	token-level	armor,attack,attack_recovery_ticks,food_to_build,frames_per_grid,get_hit_recovery_ticks,gold_to_build,hit_points,magic_crystals_to_build,melee_attack_resistance,missile_attack_resistance,mps,ranged_attack,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved
unit:orthf	unit	yes	yes	yes	identical	token-level	token-level	armor,attack,attack_recovery_ticks,chaos_resistance,death_resistance,dexterity,food_to_build,get_hit_recovery_ticks,gold_to_build,hit_points,life_resistance,magic_crystals_to_build,missile_attack_resistance,mps,order_resistance,ranged_attack,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,sight_radius,stealth_noise_factor,strength,wisdom
unit:orwiz	unit	yes	yes	yes	identical	token-level	token-level	armor,attack,attack_recovery_ticks,chaos_resistance,death_resistance,dexterity,food_to_build,get_hit_recovery_ticks,gold_to_build,hit_points,life_resistance,magic_crystals_to_build,maximum_mana,missile_attack_resistance,mps,order_resistance,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,sight_radius,stealth_noise_factor,strength,wisdom
unit:orwmi	unit	yes	yes	yes	identical	token-level	token-level	armor,attack,attack_recovery_ticks,barracks_required,dexterity,food_to_build,get_hit_recovery_ticks,gold_to_build,hit_points,level_procedure,magic_crystals_to_build,melee_attack_resistance,missile_attack_resistance,recover_hitpoints_inside,recover_hitpoints_moved,strength,thieves_guild_required,wisdom,wizards_tower_required
unit:orwmm	unit	yes	yes	yes	identical	token-level	token-level	armor,attack,attack_recovery_ticks,barracks_required,dexterity,food_to_build,get_hit_recovery_ticks,gold_to_build,initiates_to_build,level_procedure,magic_crystals_to_build,man_turns,mps,recover_hitpoints,recover_hitpoints_inside,strength,thieves_guild_required,wisdom,wizards_tower_required
unit:pychi	unit	yes	yes	yes	identical	token-level	token-level	food_to_build,food_used_per_turn,gold_to_build,gold_used_per_turn,initiates_to_build,magic_crystals_to_build,magic_crystals_used_per_turn
unit:pycow	unit	yes	yes	yes	identical	token-level	token-level	food_to_build,food_used_per_turn,gold_to_build,gold_used_per_turn,initiates_to_build,magic_crystals_to_build,magic_crystals_used_per_turn
unit:pyele	unit	yes	yes	yes	identical	token-level	token-level	food_to_build,food_used_per_turn,gold_to_build,gold_used_per_turn,initiates_to_build,magic_crystals_to_build,magic_crystals_used_per_turn
unit:pygoa	unit	yes	yes	yes	identical	token-level	token-level	armor,food_to_build,food_used_per_turn,gold_to_build,gold_used_per_turn,initiates_to_build,magic_crystals_to_build
unit:rgate	unit	yes	yes	yes	identical	token-level	token-level	frames_per_grid
unit:wacav	unit	yes	yes	yes	identical	token-level	token-level	air_resistance,armor,attack,attack_recovery_ticks,dexterity,earth_resistance,fire_resistance,food_to_build,frames_per_grid,get_hit_recovery_ticks,gold_to_build,hit_points,man_turns,melee_attack_resistance,missile_attack_resistance,mps,recover_hitpoints_inside,sight_radius,strength,water_resistance,wisdom
unit:wacr1	unit	yes	yes	yes	identical	token-level	token-level	air_resistance,armor,attack,attack_recovery_ticks,dexterity,earth_resistance,fire_resistance,flags,food_to_build,get_hit_recovery_ticks,hit_points,magic_crystals_to_build,magic_crystals_used_per_turn,melee_attack_resistance,missile_attack_resistance,missile_range,missile_speed,missile_type,ranged_attack,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,stealth_noise_factor,strength,water_resistance,wizards_tower_required
unit:wacr2	unit	yes	yes	yes	identical	token-level	token-level	air_resistance,armor,attack,attack_recovery_ticks,chaos_resistance,death_resistance,dexterity,fire_resistance,flags,food_to_build,get_hit_recovery_ticks,gold_to_build,hit_points,level_procedure,life_resistance,magic_crystals_to_build,military_units,mps,order_resistance,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,strength,wisdom,wizards_tower_required
unit:wacr3	unit	yes	yes	yes	identical	token-level	token-level	air_resistance,armor,attack,attack_recovery_ticks,chaos_resistance,death_resistance,dexterity,fire_resistance,food_to_build,food_used_per_turn,get_hit_recovery_ticks,gold_to_build,gold_used_per_turn,hit_points,life_resistance,magic_crystals_to_build,magic_crystals_used_per_turn,missile_range,order_resistance,ranged_attack,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,strength,wisdom
unit:wacr4	unit	yes	yes	yes	identical	token-level	token-level	armor,flags,gold_to_build,level_procedure,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved
unit:wacr5	unit	yes	yes	yes	identical	token-level	token-level	T_legendary1,air_resistance,armor,attack,attack_recovery_ticks,barracks_required,dexterity,earth_resistance,fire_resistance,flags,food_to_build,food_used_per_turn,get_hit_recovery_ticks,gold_to_build,gold_used_per_turn,hit_points,magic_crystals_to_build,magic_crystals_used_per_turn,melee_attack_resistance,missile_attack_resistance,mps,name,recover_hitpoints,recover_hitpoints_inside,strength,thieves_guild_required,water_resistance,wisdom
unit:wafit	unit	yes	yes	yes	identical	token-level	token-level	air_resistance,armor,attack,attack_recovery_ticks,dexterity,earth_resistance,fire_resistance,food_to_build,get_hit_recovery_ticks,gold_to_build,hit_points,magic_crystals_to_build,melee_attack_resistance,missile_attack_resistance,mps,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,sight_radius,stealth_noise_factor,strength,water_resistance,wisdom
unit:wainf	unit	yes	yes	yes	identical	token-level	token-level	air_resistance,armor,attack,attack_recovery_ticks,dexterity,earth_resistance,fire_resistance,food_to_build,frames_per_grid,get_hit_recovery_ticks,gold_to_build,hit_points,melee_attack_resistance,missile_attack_resistance,recover_hitpoints_inside,strength,water_resistance,wisdom
unit:wald1	unit	no	no	yes	identical	only-in-right	only-in-right	-
unit:wald2	unit	no	no	yes	identical	only-in-right	only-in-right	-
unit:waldf	unit	yes	yes	yes	identical	token-level	token-level	air_resistance,armor,attack,attack_recovery_ticks,dexterity,earth_resistance,fire_resistance,food_to_build,food_used_per_turn,frames_per_grid,get_hit_recovery_ticks,gold_to_build,gold_used_per_turn,hit_points,initiates_to_build,level_procedure,magic_crystals_to_build,magic_crystals_used_per_turn,melee_attack_resistance,missile_attack_resistance,mps,name,recover_hitpoints_inside,sight_radius,strength,thieves_guild_required,water_resistance,wisdom,wizards_tower_required
unit:waldt	unit	yes	yes	yes	identical	token-level	token-level	air_resistance,armor,attack,attack_recovery_ticks,barracks_required,dexterity,earth_resistance,fire_resistance,food_to_build,food_used_per_turn,frames_per_grid,get_hit_recovery_ticks,gold_to_build,gold_used_per_turn,hit_points,initiates_to_build,level_procedure,magic_crystals_to_build,magic_crystals_used_per_turn,missile_attack_resistance,missile_range,mps,name,recover_hitpoints_inside,recover_hitpoints_moved,sight_radius,strength,water_resistance,wisdom,wizards_tower_required
unit:waldw	unit	yes	yes	yes	identical	token-level	token-level	air_resistance,armor,attack,barracks_required,dexterity,earth_resistance,fire_resistance,flags,food_to_build,food_used_per_turn,frames_per_grid,get_hit_recovery_ticks,gold_to_build,gold_used_per_turn,hit_points,initiates_to_build,level_procedure,magic_crystals_to_build,magic_crystals_used_per_turn,melee_attack_resistance,missile_attack_resistance,mps,name,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,sight_radius,thieves_guild_required,water_resistance,wisdom
unit:wamis	unit	yes	yes	yes	identical	token-level	token-level	air_resistance,armor,attack,attack_recovery_ticks,earth_resistance,fire_resistance,frames_per_grid,get_hit_recovery_ticks,gold_to_build,hit_points,magic_crystals_to_build,man_turns,missile_range,ranged_attack,recover_hitpoints_inside,strength,water_resistance
unit:wasc1	unit	yes	yes	yes	identical	token-level	token-level	attack
unit:washp	unit	yes	yes	yes	identical	token-level	token-level	armor,attack,attack_recovery_ticks,food_to_build,get_hit_recovery_ticks,gold_to_build,hit_points,magic_crystals_to_build,melee_attack_resistance,missile_attack_resistance,mps,ranged_attack,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved
unit:watf1	unit	yes	yes	yes	identical	token-level	token-level	air_resistance,armor,attack,attack_recovery_ticks,dexterity,earth_resistance,fire_resistance,get_hit_recovery_ticks,gold_to_build,gold_used_per_turn,hit_points,initiates_to_build,magic_crystals_to_build,missile_attack_resistance,missile_range,mps,name,ranged_attack,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,sight_radius,stealth_noise_factor,strength,thieves_guild_required,water_resistance
unit:wathf	unit	yes	yes	yes	identical	token-level	token-level	air_resistance,armor,attack_recovery_ticks,dexterity,earth_resistance,fire_resistance,food_to_build,get_hit_recovery_ticks,gold_to_build,hit_points,magic_crystals_to_build,missile_attack_resistance,missile_range,mps,ranged_attack,recover_hitpoints_inside,recover_hitpoints_moved,sight_radius,strength,water_resistance,wisdom
